,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,training_time,checkpoint_size,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
10,10,10_0,COMPLETED,Sobol,GenerationStep_0,29.1578369140625,4962.17626953125,30.33426856994629,6457.88037109375,1.7283936540285747,1.7317126631736754,1941.0267333984375,1.3233559131622314,0.4271060526371002,1.343695878982544,2042.1522216796875,1.3146432638168335,1.354819655418396,76152.0,3.9901902079582214,931699.0,0.4412924349308014,0.15311373583972454,0.1866786563768983,0.13582495599985123,263,165,69,0.10384054673147335,0.25557274878392444,0.7795449503629588,0.05665706227687133,leaky_relu
11,11,11_0,COMPLETED,Sobol,GenerationStep_0,30.1283016204834,5127.298828125,31.332305908203125,6670.34033203125,1.7116855303446452,1.723625659942627,2031.3157958984375,1.3557875156402588,0.43752458691596985,1.3765933513641357,2136.09765625,1.3458400964736938,1.3869435787200928,58609.0,3.8990448315938315,720243.0,0.45169901847839355,0.25693305116146803,0.062082274816930294,0.8720180969685316,236,122,87,1.3664922581026853e-05,0.6476257954412789,0.5152188011875811,0.7930665793684426,sigmoid
12,12,12_0,COMPLETED,Sobol,GenerationStep_0,17.354520797729492,2968.170166015625,17.919788360595703,3815.17529296875,1.709921375910441,1.6959212223688762,705.1177978515625,0.7945139408111572,0.2555161118507385,0.8038939833641052,737.83349609375,0.7823837399482727,0.8039455413818359,48905.0,3.8771026690800983,603187.0,0.26160746812820435,0.4307737173512578,0.8306575361639261,0.5025551021099091,283,84,26,0.020508669251541073,0.2669111820949912,0.5545638037629822,0.42114252734744595,leaky_relu
13,13,13_0,COMPLETED,Sobol,GenerationStep_0,20.330581665039062,3468.780517578125,21.19384765625,4512.3125,1.7243632634480794,1.710766077041626,1036.3642578125,0.9581297636032104,0.3091968595981598,0.9718083739280701,1089.4957275390625,0.951850414276123,0.9796693921089172,101111.0,3.9576876759529114,1231603.0,0.3191443085670471,0.6395933693274856,0.7181776259094477,0.28562187124043703,293,252,14,2.9687138127285697e-05,0.8683556516963614,0.9470209436441273,0.1516909295425108,leaky_relu
14,14,14_0,COMPLETED,Sobol,GenerationStep_0,13.995251655578613,2395.397216796875,14.379047393798828,3060.71484375,1.76712806224823,1.783872616291046,409.16943359375,0.623603343963623,0.1983761489391327,0.6274456977844238,422.24237060546875,0.6009466648101807,0.6160158514976501,125707.0,4.064364385604859,1528563.0,0.19956648349761963,0.020913914777338505,0.3381717139855027,0.32929202262312174,246,228,217,0.000177053817450859,0.28115493975462147,0.9413664850053439,0.4783579733815699,relu
15,15,15_0,COMPLETED,Sobol,GenerationStep_0,30.949552536010742,5267.1298828125,32.15692138671875,6845.9658203125,1.6941794713338216,1.68974924882253,2096.849365234375,1.3790342807769775,0.44498416781425476,1.4001389741897583,2204.183837890625,1.3680768013000488,1.4098130464553833,42780.0,3.9666849891344707,529011.0,0.4591054916381836,0.6540851620957255,0.13936262391507626,0.22639446798712015,156,149,46,0.7465817768605746,0.9500592032991336,0.37230453570492594,0.9263861869024149,swish
16,16,16_0,COMPLETED,Sobol,GenerationStep_0,32.439388275146484,5521.68994140625,33.63922119140625,7161.728515625,1.720772890249888,1.6984551986058554,2201.77783203125,1.4157238006591797,0.45673951506614685,1.4372479915618896,2313.02734375,1.4030262231826782,1.4457136392593384,59752.0,3.9458431800206504,733683.0,0.4707278609275818,0.7322992505505681,0.5685250256210566,0.994355627335608,231,153,37,4.308158039835284e-08,0.7749672393755308,0.27526596133503656,0.08880284526058164,leaky_relu
17,17,17_0,COMPLETED,Sobol,GenerationStep_0,26.425275802612305,4501.54833984375,27.478931427001953,5850.052734375,1.7004674514134726,1.6863201896349589,1534.438232421875,1.1733298301696777,0.37859925627708435,1.1903690099716187,1615.7099609375,1.16606867313385,1.2007728815078735,96032.0,3.9203218460083007,1170739.0,0.3912658095359802,0.5818865476176143,0.2921712687239051,0.6292414283379912,298,191,78,0.0064385920240968226,0.1395971469838057,0.7980355676935158,0.7126826423663909,sigmoid
18,18,18_0,COMPLETED,Sobol,GenerationStep_0,27.624223709106445,4701.51416015625,28.710086822509766,6112.11328125,1.7835652470588683,1.7640297214190166,1750.727783203125,1.2538121938705444,0.4047451913356781,1.2729697227478027,1843.37109375,1.2468236684799194,1.2847625017166138,25208.0,3.999849049250285,317619.0,0.41857022047042847,0.46308500226587057,0.9490565601736307,0.2156967781484127,241,23,6,0.0038285769809989424,0.36029996824869925,0.32664833226798107,0.3579254235670017,swish
19,19,19_0,COMPLETED,Sobol,GenerationStep_0,32.54519271850586,5539.787109375,33.74468994140625,7184.19091796875,1.82482115427653,1.9059909621874491,2209.0361328125,1.4182366132736206,0.45754408836364746,1.4397873878479004,2320.542724609375,1.4054127931594849,1.4481648206710815,84170.0,4.165402448177337,1028211.0,0.4715213179588318,0.06048319488763809,0.052934437058866024,0.4221015563234687,215,180,155,7.131786028487735e-07,0.5595645711917253,0.661589245498161,0.9361969790865307,leaky_relu
20,20,20_0,COMPLETED,Sobol,GenerationStep_0,32.50260543823242,5532.501953125,33.702266693115234,7175.15234375,1.7209369937578838,1.7690312067667644,2206.308837890625,1.4172849655151367,0.45723962783813477,1.438826084136963,2317.726806640625,1.4045127630233765,1.4472413063049316,36354.0,4.142823171615601,452339.0,0.47122272849082947,0.6770543400198221,0.47146911919116974,0.006689040921628475,267,48,39,1.6910893340841674e-06,0.3283555482287073,0.31658530860770173,0.4725430802685276,leaky_relu
21,21,21_0,COMPLETED,Sobol,GenerationStep_0,28.99429702758789,4934.3095703125,30.171924591064453,6423.31005859375,1.7398666818936666,1.7224778850873312,1923.77783203125,1.3171595335006714,0.42511042952537537,1.337403655052185,2024.1055908203125,1.3086563348770142,1.348641037940979,83137.0,4.02933181921641,1015539.0,0.43928584456443787,0.3775656968355179,0.10860767960548401,0.7814893219619989,277,216,4,0.11268857389613308,0.7363788837638722,0.3679736910415341,0.21048532681533227,relu
22,22,22_0,COMPLETED,BoTorch,GenerationStep_1,12.879156112670898,2203.853759765625,13.139087677001953,2797.294677734375,1.7540992418924968,1.7717315832773843,355.5068359375,0.5843324065208435,0.18539170920848846,0.5873796939849854,364.0453796386719,0.5600165724754333,0.5742572546005249,92904.0,4.0782145420710245,1133939.0,0.18578878045082092,0.37174696001176594,0.5524277673854161,0.41923084784858505,196,196,196,0.0003157062662614127,0.4214652723990989,0.99999999,0.21269208834473502,relu
23,23,23_0,COMPLETED,BoTorch,GenerationStep_1,25.889259338378906,4417.50927734375,26.862892150878906,5719.474609375,1.7097445527712505,1.7005893508593242,1273.94677734375,1.0791863203048706,0.3468345105648041,1.0909464359283447,1336.206298828125,1.064420223236084,1.093130111694336,53280.0,3.9569774826367694,656499.0,0.35604071617126465,0.47333408194428905,1.0,0.6522185449704415,144,144,144,0.006080941884200636,0.4317018904571219,0.855111540228714,0.0,leaky_relu
24,24,24_0,COMPLETED,BoTorch,GenerationStep_1,25.8663387298584,4411.6337890625,26.8704891204834,5720.830078125,1.6999635537465414,1.7054972052574158,1333.1082763671875,1.0995241403579712,0.3539245128631592,1.1129629611968994,1400.631591796875,1.0877255201339722,1.1181586980819702,125664.0,3.843632634480794,1528179.0,0.3642730116844177,0.15637870370698306,0.4732197885597914,0.3870200134151329,231,231,231,0.00026769235027679833,0.39760236140449584,0.99999999,0.23340340722005576,sigmoid
25,25,25_0,COMPLETED,BoTorch,GenerationStep_1,15.061727523803711,2577.28857421875,15.552468299865723,3310.7197265625,1.6824138522148133,1.703855530420939,492.64276123046875,0.6750742197036743,0.21583737432956696,0.6808620095252991,510.8197937011719,0.6561945676803589,0.6731196045875549,69160.0,3.8438968936602276,847347.0,0.21849705278873444,0.7341972969432572,0.5605070815460671,0.7823246657417307,212,173,88,0.0004300508565457575,0.2637038814915629,0.99999999,0.40895202760125965,relu
26,26,26_0,COMPLETED,BoTorch,GenerationStep_1,13.49202823638916,2309.29736328125,13.839454650878906,2946.14453125,1.6798657735188802,1.7093784968058268,389.24493408203125,0.6082483530044556,0.1934811770915985,0.6120616793632507,400.59698486328125,0.5853912830352783,0.600308895111084,124660.0,3.858378783861796,1516083.0,0.19440317153930664,0.5123350018678656,0.0,0.052062330449704826,230,230,230,0.00015669264553938513,0.8140461220266595,0.9999999899999998,0.23981791704980251,relu
